,ALL,WMO ID,NAME,LON,NOMINAL SAMPLING INTERVAL,ELEVATION,STATE,LAT,N HOURS OFFSET FROM GMT,ID,NYEARS,START,END,nyearsg,mev_10,gev_10,mev_20,gev_20,mev_50,gev_50,mev_100,gev_100
1372,USC00385017  34.4988  -82.0219  179.5 SC LAURENS                                                                                   15    -5,     ,LAURENS                                                                          ,-82.0219,15,179.5,SC,34.4988,-5,USC00385017,69.0,1948.0,2017.0,37,112.70187038333283,109.23381249368842,131.18611807595966,132.58628059153443,156.51462171718512,171.7512385672231,176.5753476640305,209.53761657991922
1373,USC00385232  34.7794  -81.4563  121.9 SC LOCKHART                                                                                  15    -5,     ,LOCKHART                                                                         ,-81.4563,15,121.9,SC,34.7794,-5,USC00385232,70.0,1948.0,2017.0,46,114.34054669654111,103.15022730154618,132.1244655582432,114.79770502045082,156.35470156255627,129.42943327464465,175.43434181388773,140.0741651189248
1374,USC00385493  33.6989  -80.2003   30.5 SC MANNING                                                                                   15    -5,     ,MANNING                                                                          ,-80.2003,15,30.5,SC,33.6989,-5,USC00385493,70.0,1948.0,2017.0,29,110.54874855209518,107.21865074808267,127.75298176732473,126.45586747291162,151.08833205253907,154.90470815197932,169.4080114653838,179.1994460074847
1375,USC00385946  33.2425  -79.9869   14.9 SC MONCKS CORNER 4 N                                                                         15    -5,     ,MONCKS CORNER 4 N                                                                ,-79.9869,15,14.9,SC,33.2425,-5,USC00385946,65.0,1948.0,2017.0,45,128.64265737373168,119.10121683947756,150.6272297957692,134.93016425604617,181.1745392437005,155.43564553199934,205.6615651416136,170.8138541644033
1376,USC00386114  34.1944  -79.2472   33.5 SC MULLINS                                                                                   15    -5,     ,MULLINS                                                                          ,-79.2472,15,33.5,SC,34.1944,-5,USC00386114,52.0,1966.0,2017.0,27,117.80538776406148,149.14808319923532,141.9051369487903,198.08077242596613,179.06228647282802,287.6971693425471,211.3399593619143,381.7871307223738
1377,USC00386831  34.8813  -82.7188  354.2 SC PICKENS                                                                                   15    -5,     ,PICKENS                                                                          ,-82.7188,15,354.2,SC,34.8813,-5,USC00386831,67.0,1951.0,2017.0,38,127.80837562721996,107.02439742563244,147.6373848667617,119.1620954666412,174.83349842955576,134.74068509517417,196.45633351780637,146.3175009757269
1378,USC00387560  33.6575  -80.7724   85.3 SC ST MATTHEWS                                                                               15    -5,     ,ST MATTHEWS                                                                      ,-80.7724,15,85.3,SC,33.6575,-5,USC00387560,70.0,1948.0,2017.0,45,116.01065862958882,108.65681143109573,135.38934198311665,123.5838604241167,162.53082246891663,144.46261244082427,184.56218039347507,161.34763272009747
1379,USC00387712  33.4486  -80.1622   22.9 SC SANTEE COOPER SPILLWAY                                                                    15    -5,     ,SANTEE COOPER SPILLWAY                                                           ,-80.1622,15,22.9,SC,33.4486,-5,USC00387712,63.0,1948.0,2017.0,44,118.46934182356199,118.93917967133376,139.98995797315726,143.65300166876327,170.8557182368915,183.4725970572381,196.48413976574162,220.43134273965325
1380,USC00388879  33.6399  -81.3722  115.8 SC WAGENER 1SW                                                                               15    -5,     ,WAGENER 1SW                                                                      ,-81.3722,15,115.8,SC,33.6399,-5,USC00388879,68.0,1948.0,2017.0,46,119.73953777084584,111.73827170312913,141.11912836784117,131.09822220643167,171.4324101923115,160.26674692744956,196.11223100614032,185.63221308770184
1381,USC00389327  34.3706  -81.0825  161.5 SC WINNSBORO                                                                                 15    -5,     ,WINNSBORO                                                                        ,-81.0825,15,161.5,SC,34.3706,-5,USC00389327,61.0,1948.0,2017.0,29,111.88685842512524,101.68622435802726,129.51866594559692,119.20064478724117,153.7287587126291,145.92292577746088,172.89576369325587,169.44751234845006
1382,USC00391076  44.3252  -96.7686  497.4 SD BROOKINGS 2 NE                                                                            15    -6,     ,BROOKINGS 2 NE                                                                   ,-96.7686,15,497.4,SD,44.3252,-6,USC00391076,70.0,1948.0,2017.0,51,84.75833575138097,85.52713912168392,101.12448539539268,97.46377291817629,123.83461542606172,112.65993316824945,142.00982822278743,123.86198120621663
1383,USC00391294  45.5488 -103.9744  951.0 SD CAMP CROOK                                                                                15    -7,     ,CAMP CROOK                                                                       ,-103.9744,15,951.0,SD,45.5488,-7,USC00391294,42.0,1975.0,2017.0,15,51.27037307349133,72.41825430220734,61.63765954386459,80.75532920443386,77.35813491521887,90.00633957708764,91.06144849275427,95.95477427532975
1384,USC00391452  44.6886  -97.8888  454.2 SD CARPENTER 4NNE                                                                            15    -6,     ,CARPENTER 4NNE                                                                   ,-97.8888,15,454.2,SD,44.6886,-6,USC00391452,70.0,1948.0,2017.0,51,78.20904078563422,73.35906719525735,95.24796502483183,86.05497330288418,120.20816683923121,104.17291364177797,141.20398721946708,119.11595720430644
1385,USC00391972  43.9611 -101.8605  735.8 SD COTTONWOOD 2 E                                                                            15    -7,     ,COTTONWOOD 2 E                                                                   ,-101.8605,15,735.8,SD,43.9611,-7,USC00391972,40.0,1978.0,2017.0,12,59.63598585023424,77.36383719496001,69.88579543777449,87.28750264005657,84.28109976219783,99.1928073749535,95.92399618477242,107.46749681499169
1386,USC00392557  43.3729 -103.8778 1100.3 SD EDGEMONT                                                                                  15    -7,     ,EDGEMONT                                                                         ,-103.8778,15,1100.3,SD,43.3729,-7,USC00392557,69.0,1948.0,2016.0,55,51.54897014775438,55.13838231382299,62.16004121909812,64.47789593496486,77.73119059659277,77.47047377806282,90.86230317972596,87.92199080277337
1387,USC00392565  43.6242 -103.9172 1341.7 SD EDGEMONT 23 NNW                                                                           15    -7,     ,EDGEMONT 23 NNW                                                                  ,-103.9172,15,1341.7,SD,43.6242,-7,USC00392565,51.0,1967.0,2017.0,24,49.19802458990801,51.455271588060995,59.21135730612694,60.72241182860749,74.15335231075247,74.35942175320272,86.88780843712361,85.9490824241072
1388,USC00392852  45.1167 -102.0000  714.1 SD FAITH 7 NNE                                                                               15    -7,     ,FAITH 7 NNE                                                                      ,-102.0,15,714.1,SD,45.1167,-7,USC00392852,65.0,1948.0,2012.0,37,61.07485556647731,59.71661102337044,73.15232453232626,65.57596360320797,90.53865546053613,72.30603051771496,105.09218915791135,76.78537424445354
1389,USC00393302  45.0136 -100.2175  568.5 SD GETTYSBURG 13W                                                                            15    -6,     ,GETTYSBURG 13W                                                                   ,-100.2175,15,568.5,SD,45.0136,-6,USC00393302,38.0,1973.0,2017.0,22,77.23389417303544,76.12813160980713,93.3534642152519,88.43992076624768,116.8141803515091,105.31454745020835,136.43281781719446,118.69224974323367
1390,USC00394037  44.0122  -97.5241  474.9 SD HOWARD                                                                                    15    -6,     ,HOWARD                                                                           ,-97.5241,15,474.9,SD,44.0122,-6,USC00394037,70.0,1948.0,2017.0,43,78.277637075662,77.39420234590756,96.49062697534967,90.72734345995008,123.42761280542425,109.4047750997095,146.0286663183719,124.53185943130616
1391,USC00394184  43.7483 -101.9413  743.7 SD INTERIOR 3 NE                                                                             15    -7,     ,INTERIOR 3 NE                                                                    ,-101.9413,15,743.7,SD,43.7483,-7,USC00394184,39.0,1979.0,2017.0,15,58.61666646155445,62.83657093530179,68.79434210276757,71.45745305493759,82.57659182639985,82.36119676587518,93.42206429198959,90.34745150753766
1392,USC00394268  45.3953 -101.4293  732.1 SD ISABEL                                                                                    15    -7,     ,ISABEL                                                                           ,-101.4293,15,732.1,SD,45.3953,-7,USC00394268,70.0,1948.0,2017.0,45,72.12227926369124,63.09950595797265,91.50022993387775,75.83536226920097,122.38288147712252,95.59447701545659,150.05243714912848,113.2740791881348
1393,USC00394651  43.1008 -101.5658  999.7 SD LA CREEK NATL WILDLIFE REFUGE                                                             15    -7,     ,LA CREEK NATL WILDLIFE REFUGE                                                    ,-101.5658,15,999.7,SD,43.1008,-7,USC00394651,66.0,1948.0,2013.0,38,70.03294433646577,62.99261079464816,84.90945892204915,71.90540172003114,106.3572987500768,83.34912415274236,124.14676952143877,91.85635257321968
1394,USC00394766  44.0644  -99.4602  445.3 SD LAKE SHARPE PROJECT                                                                       15    -6,     ,LAKE SHARPE PROJECT                                                              ,-99.4602,15,445.3,SD,44.0644,-6,USC00394766,44.0,1974.0,2017.0,27,80.51949811763933,77.29545461181405,97.17857744052314,93.02745612307837,121.11387073786729,117.5444256361103,141.04740129447373,139.5766633008213
